Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.44741153717041,6.462173547846706,6.398305125415508,6.4299380628982306,493729600
2010-01-05,6.458559036254883,6.495012355557433,6.42451550471913,6.465187058758854,601904800
2010-01-06,6.355827331542969,6.484167138135582,6.3491993087984255,6.458559270675418,552160000
2010-01-07,6.344076156616211,6.38685662106917,6.297982485832695,6.379324778342489,477131200
2010-01-08,6.386255264282227,6.386858214085341,6.298286134935385,6.335642475238813,447610800
2010-01-11,6.329918384552002,6.416984085245418,6.279907746319512,6.4109586102211065,462229600
2010-01-12,6.257915496826172,6.319675818603437,6.218751111276281,6.302201536747737,594459600
2010-01-13,6.346185684204102,6.354621348870986,6.148856614796813,6.262434400653872,605892000
2010-01-14,6.309432029724121,6.340462825144653,6.297080207649436,6.329918645651823,432894000
2010-01-15,6.203988075256348,6.374806663969704,6.202180432834918,6.354621323597082,594067600
2010-01-19,6.478443622589111,6.482962729764895,6.243456082969272,6.27629372174245,730007600
2010-01-20,6.378725051879883,6.4938084345048095,6.311542195986885,6.474527312047972,612152800
2010-01-21,6.268458366394043,6.426322579669442,6.242549630635982,6.3892671183737875,608154400
2010-01-22,5.957551002502441,6.2512860191807995,5.939776658843077,6.22959511745922,881767600
2010-01-25,6.117825984954834,6.166931996635043,6.031061157243337,6.100955057406338,1065699600
2010-01-26,6.204288959503174,6.438373409332771,6.10306340366563,6.204590233221165,1867110000
2010-01-27,6.262734889984131,6.344076380900434,6.011176563069235,6.231704099087753,1722568400
2010-01-28,6.0039472579956055,6.191034242454007,5.986172910449639,6.173862442433983,1173502400
2010-01-29,5.786130905151367,6.091615628430458,5.731601566895226,6.05787377524489,1245952400
2010-02-01,5.866569995880127,5.9048309616294015,5.763235502319775,5.795470992444065,749876400
2010-02-02,5.900612831115723,5.914471424354279,5.825898948307284,5.902119602180668,698342400
2010-02-03,6.002140045166016,6.0313632000319,5.85723057267884,5.8798257042848,615328000
2010-02-04,5.785830020904541,5.976230190435861,5.771368881941498,5.926822103448033,757652000
2010-02-05,5.888563632965088,5.904832421173832,5.749679603357634,5.8033055452057685,850306800
2010-02-08,5.848193168640137,5.96146970610826,5.8445778829738675,5.8954923516377225,478270800
2010-02-09,5.910553932189941,5.950019582608062,5.867171321196871,5.917482825480562,632886800
2010-02-10,5.87831974029541,5.922907861244431,5.852410997509434,5.901517018833727,370361600
2010-02-11,5.985269069671631,6.017806235918528,5.846385073937929,5.8710891218466665,550345600
2010-02-12,6.036784648895264,6.074744331976504,5.889766295941785,5.968396723266131,655468800
2010-02-16,6.1277689933776855,6.136505531170542,6.071130726799679,6.083783823915235,543737600
2010-02-17,6.1021599769592285,6.155182542319667,6.051245120918232,6.151567257708382,436396800
2010-02-18,6.113607883453369,6.14252975957413,6.053053069850653,6.074442700415076,422825200
2010-02-19,6.075648784637451,6.121742865750914,6.058777856201289,6.081373388349714,415469600
2010-02-22,6.037990093231201,6.10065382615831,6.000934628903315,6.095833848421336,390563600
2010-02-23,5.936764717102051,6.065405796066256,5.896093966494736,6.025337190740007,575094800
2010-02-24,6.045220851898193,6.068719398960547,5.960262864603175,5.972012540368981,460566400
2010-02-25,6.08558988571167,6.111498620800091,5.931642637056271,5.9464046468952,665126000
2010-02-26,6.164523124694824,6.18109278095876,6.085591402656638,6.097039404475541,507460800
2010-03-01,6.296175956726074,6.311540112172571,6.189527069660616,6.1985648791411325,550093600
2010-03-02,6.291959285736084,6.35160988512565,6.258518298453384,6.324495647211105,566546400
2010-03-03,6.306418418884277,6.3226872009060155,6.264542977803897,6.294669547448958,372052800
2010-03-04,6.347994327545166,6.354321077042893,6.285330586843197,6.304913785142282,366041200
2010-03-05,6.596237659454346,6.61883278758318,6.466090220203204,6.475429706086769,899620400
2010-03-08,6.600154399871826,6.630581841562283,6.57514908114871,6.628172053825092,429889600
2010-03-09,6.7188544273376465,6.778505028964563,6.564304592802406,6.576957689778616,920259200
2010-03-10,6.773683071136475,6.7929645892540895,6.724275789898513,6.743255632060934,596218000
2010-03-11,6.793567180633545,6.793567180633545,6.727891512516615,6.745666664251123,405700400
2010-03-12,6.8267083168029785,6.860751049877188,6.801100445753087,6.849905192956649,416323600
2010-03-15,6.743558406829834,6.7935678444059615,6.635403128237591,6.789953363423575,493502800
2010-03-16,6.761932373046875,6.777899474638011,6.703486892509911,6.753798386540024,446908000
2010-03-17,6.751993179321289,6.822187955561928,6.72638571370398,6.775491728578521,450956800
2010-03-18,6.767961502075195,6.7785056835344575,6.706502849534376,6.7513910397498815,342109600
2010-03-19,6.695654392242432,6.785733212810434,6.664924878632304,6.772176299231161,559445600
2010-03-22,6.77097225189209,6.808631066076942,6.632389553345399,6.642030312748784,456419600
2010-03-23,6.879729270935059,6.892382767684493,6.751389074455668,6.797784424734351,602431200
2010-03-24,6.910157680511475,6.935162998640181,6.854121569467713,6.85803853031347,597780400
2010-03-25,6.828213214874268,6.95836106414249,6.816162264626477,6.95685429312686,542284400
2010-03-26,6.956252098083496,6.98788463372458,6.885453976681974,6.897504926146723,640875200
2010-03-29,7.00114107131958,7.045728787497315,6.977944196335638,7.01951917463181,540744400
2010-03-30,7.1053786277771,7.154485847753527,7.057175631303015,7.1279737572346615,527310000
2010-03-31,7.079770565032959,7.128275236156632,7.063502587133618,7.094533380898394,430659600
2010-04-01,7.108994483947754,7.192143633846955,7.011986740164,7.152377103812635,603145200
2010-04-05,7.184912204742432,7.185514752163178,7.072840797891151,7.079167948043582,684507600
2010-04-06,7.216547012329102,7.237635371882386,7.14002508324281,7.1761771313836915,447017200
2010-04-07,7.248481750488281,7.288249086758548,7.190035439022105,7.216848404407333,628502000
2010-04-08,7.228898048400879,7.276799366194867,7.171355970959519,7.243660059376287,572989200
2010-04-09,7.284328937530518,7.287342478616002,7.244260747235618,7.273483890180436,334182800
2010-04-12,7.299395561218262,7.322894111823873,7.284934419633652,7.2966836949364575,333026400
2010-04-13,7.303610801696777,7.314758331173884,7.2638434765440145,7.286439406972894,306210800
2010-04-14,7.401828765869141,7.405444052501921,7.353024005265917,7.389476938775302,404076400
2010-04-15,7.499135494232178,7.502449103539689,7.3964031475975975,7.404537137330117,376784800
2010-04-16,7.453342437744141,7.566016413037872,7.367481425441556,7.488590261730253,750545600
2010-04-19,7.443398475646973,7.4681021123043045,7.28372664721842,7.442193380957879,566924400
2010-04-20,7.368685722351074,7.509076064494315,7.319579310421259,7.487686031618559,738326400
2010-04-21,7.8094401359558105,7.840470932278332,7.704297600561603,7.796786637515012,982391200
2010-04-22,8.027859687805176,8.036295354794115,7.7184583115942855,7.779917366615654,793424800
2010-04-23,8.159211158752441,8.19988191441273,8.043826110798584,8.073651009828364,796955600
2010-04-26,8.119139671325684,8.208314265305832,8.079673222317826,8.190841196705765,479068800
2010-04-27,7.894396781921387,8.0691315443695,7.848604778293148,8.051959341891576,709343600
2010-04-28,7.881139755249023,7.953443029514399,7.7247823257677,7.930848708820369,758402400
2010-04-29,8.093232154846191,8.134203771669236,7.8934921038397095,7.923919542738158,558840800
2010-04-30,7.865776538848877,8.151376813588419,7.8630654773338735,8.113417125562606,542463600
2010-05-03,8.024242401123047,8.070336882012873,7.919702422464947,7.948624702072454,454342000
2010-05-04,7.7931742668151855,7.932058712190227,7.7350304181701555,7.920008561256945,723819600
2010-05-05,7.712130069732666,7.776902718644553,7.493410156189856,7.62295545401363,883103200
2010-05-06,7.418697834014893,7.780217537533244,6.0027427792192976,7.6470577385063985,1285860800
2010-05-07,7.105676651000977,7.42833387624014,6.784827872041586,7.342172029999567,1676018400
2010-05-10,7.651875019073486,7.671759083505501,7.487383599299939,7.539201871835413,984306400
2010-05-11,7.728100776672363,7.829627250519207,7.546737937675447,7.587107025447595,848906800
2010-05-12,7.895902633666992,7.927234297306004,7.793773654225705,7.810040826804965,654379600
2010-05-13,7.783529758453369,7.983570674425035,7.724480915955375,7.929944758689333,599712400
2010-05-14,7.646753787994385,7.726890984397024,7.516606765618046,7.687123659899994,759362800
2010-05-17,7.658807754516602,7.717856619359423,7.462682920311471,7.673268898021656,762834800
2010-05-18,7.602770805358887,7.789254837319199,7.5395041205330084,7.741956063931052,782678400
2010-05-19,7.481661796569824,7.619641971703292,7.376520061643147,7.516608751028992,1025726800
2010-05-20,7.162923336029053,7.346394675485853,7.116226294214442,7.287044132703029,1282915200
2010-05-21,7.300296783447266,7.365972832204026,6.9698064173458345,7.014092438537418,1223891200
2010-05-24,7.434062957763672,7.558787917964915,7.4190000697682645,7.449729197927237,754238800
2010-05-25,7.387665748596191,7.434060295836594,7.144844744295193,7.21082168249337,1048006400
2010-05-26,7.354225158691406,7.5958418854128675,7.343379303420403,7.534081971823627,850654000
2010-05-27,7.632594108581543,7.648862888149474,7.5048572794803015,7.549745853436242,666282400
2010-05-28,7.738941669464111,7.814861031425632,7.632594066638429,7.814560159966157,815614800
2010-06-01,7.857944011688232,8.011891289372056,7.801607022917045,7.8235996060817845,876472800
2010-06-02,7.951937675476074,7.977544732537388,7.8428782081445085,7.969711616562206,688548000
2010-06-03,7.926935195922852,8.000142717927119,7.84529120307476,7.988995185126237,650106800
2010-06-04,7.711225509643555,7.8901772620950155,7.671157313918956,7.779010081526116,758304400
2010-06-07,7.559988021850586,7.807327655296685,7.548237947251167,7.781418925832842,886942000
2010-06-08,7.511485576629639,7.646152107911962,7.400619265947248,7.62928078033306,1000770400
2010-06-09,7.326808452606201,7.5889117520410565,7.30541922601831,7.5759565803481355,854630000
2010-06-10,7.547036647796631,7.561195308271734,7.296683374169736,7.376218040449934,776356000
